orderno;custno;name;city;regioncode;mgr;salesrep;prodno;proddesc;catcode;dat;dayName;dayInWeek;dayInMonth;dayInYear;weekNo;monthName;monthNo;quarter;year;quantity;lineTotal
1368;14;Kraymans;Erp;GVGH;Karel;Klaas;410;Soja Vanillevla Biologisch;bio;2014-07-11 00:00:00.000;Fri;6;11;192;28;Jul;7;Q3;2014;9;202.50
1368;14;Kraymans;Erp;GVGH;Karel;Klaas;411;Sojamelk Gezoet Biologisch;bio;2014-07-11 00:00:00.000;Fri;6;11;192;28;Jul;7;Q3;2014;8;175.60
1369;14;Kraymans;Erp;GVGH;Karel;Bertha;402;Ganzenlever;lux;2014-07-12 00:00:00.000;Sat;7;12;193;28;Jul;7;Q3;2014;24;888.00
1370;13;Heiden, van der;Helmond;RHMD;Gerda;Bertha;402;Ganzenlever;lux;2014-07-13 00:00:00.000;Sun;1;13;194;29;Jul;7;Q3;2014;14;518.00
1371;11;Jansen;Eindhoven;REHV;Klaas;Herman;403;Vruchtenyoghurt Aardbei;zuv;2014-07-14 00:00:00.000;Mon;2;14;195;29;Jul;7;Q3;2014;22;335.50
1372;17;Jansen;Helmond;RHMD;Gerda;Harrie;410;Soja Vanillevla Biologisch;bio;2014-07-17 00:00:00.000;Thu;5;17;198;29;Jul;7;Q3;2014;22;495.00
1373;15;Boer, de;Veghel;GVGH;Karel;Herman;404;Volle Yoghurt;zuv;2014-07-19 00:00:00.000;Sat;7;19;200;29;Jul;7;Q3;2014;11;137.50
1373;15;Boer, de;Veghel;GVGH;Karel;Herman;408;Soja Chocolademelk Biologisch;bio;2014-07-19 00:00:00.000;Sat;7;19;200;29;Jul;7;Q3;2014;19;332.50
1374;13;Heiden, van der;Helmond;RHMD;Gerda;Klaas;410;Soja Vanillevla Biologisch;bio;2014-07-22 00:00:00.000;Tue;3;22;203;30;Jul;7;Q3;2014;14;315.00
1375;13;Heiden, van der;Helmond;RHMD;Gerda;Klaas;405;Magere Kwark;zuv;2014-07-24 00:00:00.000;Thu;5;24;205;30;Jul;7;Q3;2014;6;53.70
1376;12;Rademakers;Eindhoven;REHV;Klaas;Gerda;404;Volle Yoghurt;zuv;2014-07-25 00:00:00.000;Fri;6;25;206;30;Jul;7;Q3;2014;12;150.00
1377;16;Velzenmaker;Eindhoven;REHV;Klaas;Harrie;407;Zwezerik;lux;2014-07-25 00:00:00.000;Fri;6;25;206;30;Jul;7;Q3;2014;5;64.75
1377;16;Velzenmaker;Eindhoven;REHV;Klaas;Harrie;408;Soja Chocolademelk Biologisch;bio;2014-07-25 00:00:00.000;Fri;6;25;206;30;Jul;7;Q3;2014;15;262.50
1378;11;Jansen;Eindhoven;REHV;Klaas;Klaas;410;Soja Vanillevla Biologisch;bio;2014-07-26 00:00:00.000;Sat;7;26;207;30;Jul;7;Q3;2014;10;225.00
1380;14;Kraymans;Erp;GVGH;Karel;Gerda;406;Sojamelk Naturel Biologisch;bio;2014-07-28 00:00:00.000;Mon;2;28;209;31;Jul;7;Q3;2014;17;140.25
1379;12;Rademakers;Eindhoven;REHV;Klaas;Karel;404;Volle Yoghurt;zuv;2014-07-28 00:00:00.000;Mon;2;28;209;31;Jul;7;Q3;2014;14;175.00
1382;14;Kraymans;Erp;GVGH;Karel;Bertha;407;Zwezerik;lux;2014-07-31 00:00:00.000;Thu;5;31;212;31;Jul;7;Q3;2014;9;116.55
1381;17;Jansen;Helmond;RHMD;Gerda;Karel;411;Sojamelk Gezoet Biologisch;bio;2014-07-31 00:00:00.000;Thu;5;31;212;31;Jul;7;Q3;2014;5;109.75
1383;16;Velzenmaker;Eindhoven;REHV;Klaas;Herman;402;Ganzenlever;lux;2014-08-02 00:00:00.000;Sat;7;2;214;31;Aug;8;Q3;2014;23;851.00
1384;11;Jansen;Eindhoven;REHV;Klaas;Gerda;404;Volle Yoghurt;zuv;2014-08-02 00:00:00.000;Sat;7;2;214;31;Aug;8;Q3;2014;15;187.50
1385;15;Boer, de;Veghel;GVGH;Karel;Klaas;401;Kaviaar;lux;2014-08-06 00:00:00.000;Wed;4;6;218;32;Aug;8;Q3;2014;5;107.50
1386;16;Velzenmaker;Eindhoven;REHV;Klaas;Gerda;411;Sojamelk Gezoet Biologisch;bio;2014-08-08 00:00:00.000;Fri;6;8;220;32;Aug;8;Q3;2014;19;417.05
1387;12;Rademakers;Eindhoven;REHV;Klaas;Klaas;404;Volle Yoghurt;zuv;2014-08-08 00:00:00.000;Fri;6;8;220;32;Aug;8;Q3;2014;12;150.00
1389;15;Boer, de;Veghel;GVGH;Karel;Bertha;406;Sojamelk Naturel Biologisch;bio;2014-08-10 00:00:00.000;Sun;1;10;222;33;Aug;8;Q3;2014;5;41.25
1389;15;Boer, de;Veghel;GVGH;Karel;Bertha;407;Zwezerik;lux;2014-08-10 00:00:00.000;Sun;1;10;222;33;Aug;8;Q3;2014;15;194.25
1389;15;Boer, de;Veghel;GVGH;Karel;Bertha;408;Soja Chocolademelk Biologisch;bio;2014-08-10 00:00:00.000;Sun;1;10;222;33;Aug;8;Q3;2014;9;157.50
1388;11;Jansen;Eindhoven;REHV;Klaas;Klaas;405;Magere Kwark;zuv;2014-08-10 00:00:00.000;Sun;1;10;222;33;Aug;8;Q3;2014;17;152.15
1390;18;Bocht;Laarbeek;RHMD;Gerda;Klaas;407;Zwezerik;lux;2014-08-15 00:00:00.000;Fri;6;15;227;33;Aug;8;Q3;2014;16;207.20
1391;19;Zuur;Veghel;GVGH;Karel;Klaas;407;Zwezerik;lux;2014-08-17 00:00:00.000;Sun;1;17;229;34;Aug;8;Q3;2014;19;246.05
1392;20;Bakermans;Waalre;REHV;Klaas;Gerda;409;Vruchtenyoghurt Mango;zuv;2014-08-17 00:00:00.000;Sun;1;17;229;34;Aug;8;Q3;2014;10;162.50
1393;13;Heiden, van der;Helmond;RHMD;Gerda;Karel;401;Kaviaar;lux;2014-08-19 00:00:00.000;Tue;3;19;231;34;Aug;8;Q3;2014;17;365.50
1394;17;Jansen;Helmond;RHMD;Gerda;Harrie;402;Ganzenlever;lux;2014-08-19 00:00:00.000;Tue;3;19;231;34;Aug;8;Q3;2014;12;444.00
1395;16;Velzenmaker;Eindhoven;REHV;Klaas;Karel;408;Soja Chocolademelk Biologisch;bio;2014-08-25 00:00:00.000;Mon;2;25;237;35;Aug;8;Q3;2014;16;280.00
1397;12;Rademakers;Eindhoven;REHV;Klaas;Karel;411;Sojamelk Gezoet Biologisch;bio;2014-08-28 00:00:00.000;Thu;5;28;240;35;Aug;8;Q3;2014;5;109.75
1396;13;Heiden, van der;Helmond;RHMD;Gerda;Herman;402;Ganzenlever;lux;2014-08-28 00:00:00.000;Thu;5;28;240;35;Aug;8;Q3;2014;16;592.00
1396;13;Heiden, van der;Helmond;RHMD;Gerda;Herman;403;Vruchtenyoghurt Aardbei;zuv;2014-08-28 00:00:00.000;Thu;5;28;240;35;Aug;8;Q3;2014;23;350.75
1396;13;Heiden, van der;Helmond;RHMD;Gerda;Herman;406;Sojamelk Naturel Biologisch;bio;2014-08-28 00:00:00.000;Thu;5;28;240;35;Aug;8;Q3;2014;9;74.25
1396;13;Heiden, van der;Helmond;RHMD;Gerda;Herman;407;Zwezerik;lux;2014-08-28 00:00:00.000;Thu;5;28;240;35;Aug;8;Q3;2014;12;155.40
1398;15;Boer, de;Veghel;GVGH;Karel;Harrie;406;Sojamelk Naturel Biologisch;bio;2014-08-29 00:00:00.000;Fri;6;29;241;35;Aug;8;Q3;2014;11;90.75
1399;14;Kraymans;Erp;GVGH;Karel;Karel;402;Ganzenlever;lux;2014-08-30 00:00:00.000;Sat;7;30;242;35;Aug;8;Q3;2014;12;444.00
1399;14;Kraymans;Erp;GVGH;Karel;Karel;403;Vruchtenyoghurt Aardbei;zuv;2014-08-30 00:00:00.000;Sat;7;30;242;35;Aug;8;Q3;2014;21;320.25
1400;18;Bocht;Laarbeek;RHMD;Gerda;Harrie;406;Sojamelk Naturel Biologisch;bio;2014-08-30 00:00:00.000;Sat;7;30;242;35;Aug;8;Q3;2014;6;49.50
1401;11;Jansen;Eindhoven;REHV;Klaas;Karel;405;Magere Kwark;zuv;2014-09-02 00:00:00.000;Tue;3;2;245;36;Sep;9;Q3;2014;13;116.35
1402;11;Jansen;Eindhoven;REHV;Klaas;Klaas;402;Ganzenlever;lux;2014-09-02 00:00:00.000;Tue;3;2;245;36;Sep;9;Q3;2014;5;185.00
1404;16;Velzenmaker;Eindhoven;REHV;Klaas;Gerda;402;Ganzenlever;lux;2014-09-03 00:00:00.000;Wed;4;3;246;36;Sep;9;Q3;2014;7;259.00
1403;18;Bocht;Laarbeek;RHMD;Gerda;Bertha;402;Ganzenlever;lux;2014-09-03 00:00:00.000;Wed;4;3;246;36;Sep;9;Q3;2014;14;518.00
1405;18;Bocht;Laarbeek;RHMD;Gerda;Harrie;405;Magere Kwark;zuv;2014-09-04 00:00:00.000;Thu;5;4;247;36;Sep;9;Q3;2014;10;89.50
1406;14;Kraymans;Erp;GVGH;Karel;Karel;401;Kaviaar;lux;2014-09-06 00:00:00.000;Sat;7;6;249;36;Sep;9;Q3;2014;17;365.50
1407;13;Heiden, van der;Helmond;RHMD;Gerda;Harrie;405;Magere Kwark;zuv;2014-09-10 00:00:00.000;Wed;4;10;253;37;Sep;9;Q3;2014;15;134.25
1408;17;Jansen;Helmond;RHMD;Gerda;Klaas;411;Sojamelk Gezoet Biologisch;bio;2014-09-11 00:00:00.000;Thu;5;11;254;37;Sep;9;Q3;2014;9;197.55
1409;11;Jansen;Eindhoven;REHV;Klaas;Bertha;411;Sojamelk Gezoet Biologisch;bio;2014-09-12 00:00:00.000;Fri;6;12;255;37;Sep;9;Q3;2014;24;526.80
1410;15;Boer, de;Veghel;GVGH;Karel;Karel;403;Vruchtenyoghurt Aardbei;zuv;2014-09-13 00:00:00.000;Sat;7;13;256;37;Sep;9;Q3;2014;6;91.50
1410;15;Boer, de;Veghel;GVGH;Karel;Karel;407;Zwezerik;lux;2014-09-13 00:00:00.000;Sat;7;13;256;37;Sep;9;Q3;2014;21;271.95
1411;13;Heiden, van der;Helmond;RHMD;Gerda;Karel;410;Soja Vanillevla Biologisch;bio;2014-09-14 00:00:00.000;Sun;1;14;257;38;Sep;9;Q3;2014;10;225.00
1413;14;Kraymans;Erp;GVGH;Karel;Bertha;404;Volle Yoghurt;zuv;2014-09-19 00:00:00.000;Fri;6;19;262;38;Sep;9;Q3;2014;7;87.50
1412;13;Heiden, van der;Helmond;RHMD;Gerda;Harrie;404;Volle Yoghurt;zuv;2014-09-19 00:00:00.000;Fri;6;19;262;38;Sep;9;Q3;2014;8;100.00
1414;12;Rademakers;Eindhoven;REHV;Klaas;Karel;402;Ganzenlever;lux;2014-09-28 00:00:00.000;Sun;1;28;271;40;Sep;9;Q3;2014;7;259.00
1415;11;Jansen;Eindhoven;REHV;Klaas;Karel;407;Zwezerik;lux;2014-10-03 00:00:00.000;Fri;6;3;276;40;Oct;10;Q4;2014;22;284.90
1416;15;Boer, de;Veghel;GVGH;Karel;Gerda;408;Soja Chocolademelk Biologisch;bio;2014-10-12 00:00:00.000;Sun;1;12;285;42;Oct;10;Q4;2014;20;350.00
1417;19;Zuur;Veghel;GVGH;Karel;Gerda;403;Vruchtenyoghurt Aardbei;zuv;2014-10-16 00:00:00.000;Thu;5;16;289;42;Oct;10;Q4;2014;11;167.75
1418;15;Boer, de;Veghel;GVGH;Karel;Herman;401;Kaviaar;lux;2014-10-21 00:00:00.000;Tue;3;21;294;43;Oct;10;Q4;2014;19;408.50
1419;13;Heiden, van der;Helmond;RHMD;Gerda;Klaas;406;Sojamelk Naturel Biologisch;bio;2014-10-26 00:00:00.000;Sun;1;26;299;44;Oct;10;Q4;2014;17;140.25
1420;18;Bocht;Laarbeek;RHMD;Gerda;Harrie;407;Zwezerik;lux;2014-10-27 00:00:00.000;Mon;2;27;300;44;Oct;10;Q4;2014;21;271.95
1421;15;Boer, de;Veghel;GVGH;Karel;Gerda;402;Ganzenlever;lux;2014-10-29 00:00:00.000;Wed;4;29;302;44;Oct;10;Q4;2014;16;592.00
1421;15;Boer, de;Veghel;GVGH;Karel;Gerda;406;Sojamelk Naturel Biologisch;bio;2014-10-29 00:00:00.000;Wed;4;29;302;44;Oct;10;Q4;2014;14;115.50
1421;15;Boer, de;Veghel;GVGH;Karel;Gerda;410;Soja Vanillevla Biologisch;bio;2014-10-29 00:00:00.000;Wed;4;29;302;44;Oct;10;Q4;2014;20;450.00
1421;15;Boer, de;Veghel;GVGH;Karel;Gerda;411;Sojamelk Gezoet Biologisch;bio;2014-10-29 00:00:00.000;Wed;4;29;302;44;Oct;10;Q4;2014;9;197.55
1422;14;Kraymans;Erp;GVGH;Karel;Klaas;410;Soja Vanillevla Biologisch;bio;2014-11-01 00:00:00.000;Sat;7;1;305;44;Nov;11;Q4;2014;10;225.00
1423;14;Kraymans;Erp;GVGH;Karel;Karel;402;Ganzenlever;lux;2014-11-04 00:00:00.000;Tue;3;4;308;45;Nov;11;Q4;2014;19;703.00
1423;14;Kraymans;Erp;GVGH;Karel;Karel;407;Zwezerik;lux;2014-11-04 00:00:00.000;Tue;3;4;308;45;Nov;11;Q4;2014;3;38.85
1423;14;Kraymans;Erp;GVGH;Karel;Karel;409;Vruchtenyoghurt Mango;zuv;2014-11-04 00:00:00.000;Tue;3;4;308;45;Nov;11;Q4;2014;10;162.50
1424;19;Zuur;Veghel;GVGH;Karel;Karel;409;Vruchtenyoghurt Mango;zuv;2014-11-21 00:00:00.000;Fri;6;21;325;47;Nov;11;Q4;2014;12;195.00
1425;11;Jansen;Eindhoven;REHV;Klaas;Karel;404;Volle Yoghurt;zuv;2014-11-27 00:00:00.000;Thu;5;27;331;48;Nov;11;Q4;2014;14;175.00
1426;12;Rademakers;Eindhoven;REHV;Klaas;Gerda;410;Soja Vanillevla Biologisch;bio;2014-11-30 00:00:00.000;Sun;1;30;334;49;Nov;11;Q4;2014;7;157.50
1427;11;Jansen;Eindhoven;REHV;Klaas;Klaas;408;Soja Chocolademelk Biologisch;bio;2014-12-06 00:00:00.000;Sat;7;6;340;49;Dec;12;Q4;2014;22;385.00
1428;14;Kraymans;Erp;GVGH;Karel;Bertha;408;Soja Chocolademelk Biologisch;bio;2014-12-07 00:00:00.000;Sun;1;7;341;50;Dec;12;Q4;2014;19;332.50
1429;18;Bocht;Laarbeek;RHMD;Gerda;Klaas;408;Soja Chocolademelk Biologisch;bio;2014-12-08 00:00:00.000;Mon;2;8;342;50;Dec;12;Q4;2014;14;245.00
1430;11;Jansen;Eindhoven;REHV;Klaas;Harrie;405;Magere Kwark;zuv;2014-12-10 00:00:00.000;Wed;4;10;344;50;Dec;12;Q4;2014;11;98.45
1431;18;Bocht;Laarbeek;RHMD;Gerda;Gerda;407;Zwezerik;lux;2014-12-11 00:00:00.000;Thu;5;11;345;50;Dec;12;Q4;2014;22;284.90
1433;20;Bakermans;Waalre;REHV;Klaas;Karel;407;Zwezerik;lux;2014-12-15 00:00:00.000;Mon;2;15;349;51;Dec;12;Q4;2014;9;116.55
1432;18;Bocht;Laarbeek;RHMD;Gerda;Harrie;401;Kaviaar;lux;2014-12-15 00:00:00.000;Mon;2;15;349;51;Dec;12;Q4;2014;6;129.00
1432;18;Bocht;Laarbeek;RHMD;Gerda;Harrie;407;Zwezerik;lux;2014-12-15 00:00:00.000;Mon;2;15;349;51;Dec;12;Q4;2014;28;362.60
1434;13;Heiden, van der;Helmond;RHMD;Gerda;Bertha;409;Vruchtenyoghurt Mango;zuv;2014-12-16 00:00:00.000;Tue;3;16;350;51;Dec;12;Q4;2014;11;178.75
1435;15;Boer, de;Veghel;GVGH;Karel;Gerda;411;Sojamelk Gezoet Biologisch;bio;2014-12-17 00:00:00.000;Wed;4;17;351;51;Dec;12;Q4;2014;6;131.70
1436;12;Rademakers;Eindhoven;REHV;Klaas;Karel;402;Ganzenlever;lux;2014-12-17 00:00:00.000;Wed;4;17;351;51;Dec;12;Q4;2014;9;333.00
1437;12;Rademakers;Eindhoven;REHV;Klaas;Bertha;404;Volle Yoghurt;zuv;2014-12-22 00:00:00.000;Mon;2;22;356;52;Dec;12;Q4;2014;17;212.50
1437;12;Rademakers;Eindhoven;REHV;Klaas;Bertha;405;Magere Kwark;zuv;2014-12-22 00:00:00.000;Mon;2;22;356;52;Dec;12;Q4;2014;3;26.85
1439;15;Boer, de;Veghel;GVGH;Karel;Bertha;407;Zwezerik;lux;2014-12-26 00:00:00.000;Fri;6;26;360;52;Dec;12;Q4;2014;11;142.45
1438;16;Velzenmaker;Eindhoven;REHV;Klaas;Karel;402;Ganzenlever;lux;2014-12-26 00:00:00.000;Fri;6;26;360;52;Dec;12;Q4;2014;6;222.00
